2016,8,19,13,41
timestamp, trialNum, blockWidth, reach, leftprob, subjpos, Rightorwrong, rpos, forageDist, totDist, optdist, diff, score
442146,268,50,2.0,0.75,1,1.0,1,879.9597,1968.736,689.69934,1279.0366,14814
444149,269,50,2.0,0.75,1,0.0,2,3628.1392,4597.3027,392.19568,4205.107,14814
446360,270,50,2.0,0.75,2,0.0,1,2892.156,4081.375,689.69934,3391.6758,14814
447345,271,50,2.0,0.75,1,1.0,1,876.1114,1991.4458,689.69934,1301.7465,14918
448844,272,50,2.0,0.75,1,1.0,1,1565.2499,2674.379,689.69934,1984.6796,14995
450011,273,50,2.0,0.75,1,1.0,1,1186.0095,2193.8538,689.69934,1504.1544,15089
451095,274,50,2.0,0.75,1,1.0,1,809.95685,1770.1467,689.69934,1080.4474,15206
452110,275,50,2.0,0.75,1,1.0,1,827.31116,2108.1167,689.69934,1418.4174,15304
453930,276,50,2.0,0.75,1,0.0,2,2460.181,3277.2773,392.19568,2885.0815,15304
455821,277,50,2.0,0.75,2,0.0,1,2303.5093,3511.3975,689.69934,2821.6982,15304
457774,278,50,2.0,0.75,1,0.0,2,3399.9607,4538.3706,392.19568,4146.175,15304
459425,279,50,2.0,0.75,2,0.0,1,2687.666,3632.0073,689.69934,2942.308,15304
460543,280,50,2.0,0.75,1,1.0,1,924.32684,1900.0093,689.69934,1210.3099,15413
461343,281,50,2.0,0.75,1,1.0,1,890.1103,2179.847,689.69934,1490.1476,15508
462358,282,50,2.0,0.75,1,1.0,1,906.06744,2104.572,689.69934,1414.8727,15606
463241,283,50,2.0,0.75,1,1.0,1,847.8016,1837.2373,689.69934,1147.538,15719
464260,284,50,2.0,0.75,1,1.0,1,1078.2705,1967.0024,689.69934,1277.3031,15824
466092,285,50,2.0,0.75,1,0.0,2,2682.8374,3346.7898,392.19568,2954.5942,15824
468178,286,50,2.0,0.75,2,0.0,1,2488.2942,3443.713,689.69934,2754.0137,15824
470967,287,50,2.0,0.75,1,0.0,2,4061.3257,4856.1875,392.19568,4463.9917,15824
471984,288,50,2.0,0.75,2,1.0,2,583.1078,1449.2935,392.19568,1057.0978,15905
473821,289,50,2.0,0.75,2,0.0,1,2265.3696,3299.6628,689.69934,2609.9634,15905
474674,290,50,2.0,0.75,1,1.0,1,857.8169,1807.6287,689.69934,1117.9293,16020
476853,291,50,2.0,0.75,1,0.0,2,3081.6448,3612.54,392.19568,3220.3442,16020
477554,292,50,2.0,0.75,2,1.0,2,558.7397,1511.648,392.19568,1119.4523,16098
479471,293,50,2.0,0.75,2,0.0,1,2091.8147,3187.6382,689.69934,2497.939,16098
481255,294,50,2.0,0.75,1,0.0,2,2507.788,3410.5688,392.19568,3018.373,16098
482412,295,50,2.0,0.75,2,1.0,2,631.7108,1435.1643,392.19568,1042.9686,16180
483278,296,50,2.0,0.75,2,1.0,2,528.4027,1308.0818,392.19568,915.8861,16270
485411,297,50,2.0,0.75,2,0.0,1,2414.4124,3371.4456,689.69934,2681.746,16270
487850,298,50,2.0,0.75,1,0.0,2,3029.2146,4523.7363,392.19568,4131.5405,16270
489938,299,50,2.0,0.75,2,0.0,1,2792.2085,3867.8582,689.69934,3178.1587,16270
490905,300,50,2.0,0.75,1,1.0,1,1417.1255,2223.3118,689.69934,1533.6124,16363
492037,301,50,2.0,0.75,1,1.0,1,1240.4169,2138.7627,689.69934,1449.0634,16459
493187,302,50,2.0,0.75,1,1.0,1,1186.4178,1977.3577,689.69934,1287.6583,16564
494070,303,50,2.0,0.75,1,1.0,1,859.35376,2043.9762,689.69934,1354.2769,16665
494922,304,50,2.0,0.75,1,1.0,1,805.2,1861.6208,689.69934,1171.9215,16776
495955,305,50,2.0,0.75,1,1.0,1,912.92413,2190.2239,689.69934,1500.5245,16871
498073,306,50,2.0,0.5,1,0.0,2,2254.6287,3250.5247,392.19568,2858.329,16871
499330,307,50,2.0,0.5,1,1.0,1,778.6999,1833.8286,689.69934,1144.1293,16984
500280,308,50,2.0,0.5,2,1.0,2,491.85333,1332.967,392.19568,940.77136,17072
501015,309,50,2.0,0.5,2,1.0,2,610.4865,1436.8916,392.19568,1044.6959,17154
501717,310,50,2.0,0.5,2,1.0,2,657.8093,1614.7683,392.19568,1222.5726,17227
503666,311,50,2.0,0.5,2,0.0,1,2111.8975,3140.5024,689.69934,2450.8032,17227
505599,312,50,2.0,0.5,2,0.0,1,2381.8281,3390.808,689.69934,2701.109,17227
