2016,7,8,11,32
timestamp, trialcnt, block, diameter, mousex, mousey
13040.0,6,0,150,60,746,682
13056.0,6,0,150,60,746,682
13071.0,6,0,150,60,746,682
13089.0,6,0,150,60,746,682
13106.0,6,0,150,60,746,682
13122.0,6,0,150,60,746,682
13139.0,6,0,150,60,746,682
13155.0,6,0,150,60,746,682
13171.0,6,0,150,60,746,682
13187.0,6,0,150,60,746,682
13205.0,6,0,150,60,746,682
13222.0,6,0,150,60,746,682
13239.0,6,0,150,60,746,682
13256.0,6,0,150,60,746,682
13270.0,6,0,150,60,746,682
13290.0,6,0,150,60,746,682
13306.0,6,0,150,60,745,684
13321.0,6,0,150,60,743,691
13338.0,6,0,150,60,742,694
13355.0,6,0,150,60,739,700
13371.0,6,0,150,60,737,703
13387.0,6,0,150,60,734,707
13407.0,6,0,150,60,732,711
13421.0,6,0,150,60,725,718
13438.0,6,0,150,60,720,723
13454.0,6,0,150,60,718,727
13471.0,6,0,150,60,717,729
13489.0,6,0,150,60,717,729
13506.0,6,0,150,60,716,729
13522.0,6,0,150,60,716,729
13537.0,6,0,150,60,715,729
13555.0,6,0,150,60,713,731
13570.0,6,0,150,60,712,732
13588.0,6,0,150,60,711,732
13605.0,6,0,150,60,708,735
13622.0,6,0,150,60,706,736
13637.0,6,0,150,60,700,740
13655.0,6,0,150,60,694,744
13671.0,6,0,150,60,693,745
13688.0,6,0,150,60,692,745
13704.0,6,0,150,60,692,745
13721.0,6,0,150,60,692,745
13739.0,6,0,150,60,692,745
13754.0,6,0,150,60,692,746
13771.0,6,0,150,60,689,747
13787.0,6,0,150,60,688,748
13807.0,6,0,150,60,687,748
13822.0,6,0,150,60,686,748
13837.0,6,0,150,60,686,748
13854.0,6,0,150,60,683,750
13872.0,6,0,150,60,679,752
13889.0,6,0,150,60,671,756
13905.0,6,0,150,60,667,759
13922.0,6,0,150,60,665,759
13939.0,6,0,150,60,665,759
13955.0,6,0,150,60,665,759
13971.0,6,0,150,60,665,759
13988.0,6,0,150,60,665,759
14006.0,6,0,150,60,665,759
14022.0,6,0,150,60,665,759
14040.0,6,0,150,60,665,759
14054.0,6,0,150,60,665,759
14072.0,6,0,150,60,665,759
14090.0,6,0,150,60,665,759
14106.0,6,0,150,60,665,759
14122.0,6,0,150,60,665,759
14139.0,6,0,150,60,665,759
14155.0,6,0,150,60,666,758
14170.0,6,0,150,60,666,758
14187.0,6,0,150,60,668,757
14204.0,6,0,150,60,674,752
14221.0,6,0,150,60,697,729
14238.0,6,0,150,60,715,711
14255.0,6,0,150,60,768,658
14273.0,6,0,150,60,836,594
14287.0,6,0,150,60,896,537
14306.0,6,0,150,60,960,488
14321.0,6,0,150,60,985,469
14339.0,6,0,150,60,1025,440
14354.0,6,0,150,60,1035,434
14371.0,6,0,150,60,1035,434
14388.0,6,0,150,60,1035,434
14406.0,6,0,150,60,1035,434
14422.0,6,0,150,60,1035,434
14439.0,6,0,150,60,1035,434
14456.0,6,0,150,60,1035,434
14472.0,6,0,150,60,1035,434
14488.0,6,0,150,60,1035,434
14505.0,6,0,150,60,1035,434
14521.0,6,0,150,60,1035,434
14539.0,6,0,150,60,1035,434
14556.0,6,0,150,60,1035,434
14571.0,6,0,150,60,1035,434
14588.0,6,0,150,60,1035,434
14604.0,6,0,150,60,1035,434
14621.0,6,0,150,60,1035,434
14638.0,6,0,150,60,1035,434
14656.0,6,0,150,60,1035,434
14673.0,6,0,150,60,1035,434
14690.0,6,0,150,60,1035,434
14704.0,6,0,150,60,1035,434
14723.0,6,0,150,60,1035,434
14739.0,6,0,150,60,1035,434
14754.0,6,0,150,60,1035,434
14772.0,6,0,150,60,1035,434
14787.0,6,0,150,60,1035,434
14805.0,6,0,150,60,1035,434
14822.0,6,0,150,60,1035,435
14838.0,6,0,150,60,1035,436
14855.0,6,0,150,60,1034,440
14871.0,6,0,150,60,1033,448
14888.0,6,0,150,60,1031,460
14905.0,6,0,150,60,1028,471
14923.0,6,0,150,60,1024,489
14938.0,6,0,150,60,1020,500
14955.0,6,0,150,60,1020,500
14971.0,6,0,150,60,1010,524
14988.0,6,0,150,60,986,571
15004.0,6,0,150,60,972,596
15022.0,6,0,150,60,972,596
15038.0,6,0,150,60,963,606
15089.0,7,0,150,60,929,641
15105.0,7,0,150,60,840,525
15121.0,7,0,150,60,840,525
15137.0,7,0,150,60,840,525
15155.0,7,0,150,60,840,525
15172.0,7,0,150,60,840,525
15190.0,7,0,150,60,840,525
15204.0,7,0,150,60,840,525
15221.0,7,0,150,60,840,525
15239.0,7,0,150,60,840,525
15254.0,7,0,150,60,840,525
15271.0,7,0,150,60,840,525
15288.0,7,0,150,60,840,526
15304.0,7,0,150,60,838,529
15323.0,7,0,150,60,838,529
15338.0,7,0,150,60,836,531
15354.0,7,0,150,60,836,531
15372.0,7,0,150,60,836,531
15389.0,7,0,150,60,836,531
15405.0,7,0,150,60,836,531
15422.0,7,0,150,60,836,531
15439.0,7,0,150,60,836,531
15456.0,7,0,150,60,836,531
15471.0,7,0,150,60,836,531
15488.0,7,0,150,60,836,531
15506.0,7,0,150,60,836,531
15523.0,7,0,150,60,836,531
15538.0,7,0,150,60,836,531
15556.0,7,0,150,60,836,531
15572.0,7,0,150,60,836,531
15588.0,7,0,150,60,836,531
15607.0,7,0,150,60,836,531
15623.0,7,0,150,60,836,531
15637.0,7,0,150,60,836,531
15654.0,7,0,150,60,836,531
15672.0,7,0,150,60,836,531
15689.0,7,0,150,60,836,531
15706.0,7,0,150,60,836,531
15721.0,7,0,150,60,837,536
15739.0,7,0,150,60,837,545
15755.0,7,0,150,60,837,557
15771.0,7,0,150,60,837,578
15788.0,7,0,150,60,837,603
15804.0,7,0,150,60,838,614
15823.0,7,0,150,60,838,634
15839.0,7,0,150,60,838,644
15855.0,7,0,150,60,838,648
15905.0,8,0,150,60,838,648
15921.0,8,0,150,60,838,648
15939.0,8,0,150,60,838,648
15954.0,8,0,150,60,838,648
15971.0,8,0,150,60,840,532
15989.0,8,0,150,60,840,532
16005.0,8,0,150,60,840,532
16020.0,8,0,150,60,840,533
16038.0,8,0,150,60,840,536
16055.0,8,0,150,60,840,538
16072.0,8,0,150,60,840,539
16087.0,8,0,150,60,840,540
16106.0,8,0,150,60,840,542
16121.0,8,0,150,60,840,546
16138.0,8,0,150,60,840,549
16155.0,8,0,150,60,840,553
16171.0,8,0,150,60,840,557
16188.0,8,0,150,60,840,558
16206.0,8,0,150,60,840,558
16223.0,8,0,150,60,840,558
16240.0,8,0,150,60,840,558
16256.0,8,0,150,60,840,558
16272.0,8,0,150,60,840,558
16290.0,8,0,150,60,840,558
16304.0,8,0,150,60,840,558
16322.0,8,0,150,60,840,558
16339.0,8,0,150,60,840,558
16354.0,8,0,150,60,840,558
16371.0,8,0,150,60,840,558
16389.0,8,0,150,60,839,558
16405.0,8,0,150,60,839,558
16422.0,8,0,150,60,836,554
16439.0,8,0,150,60,826,526
16455.0,8,0,150,60,820,505
16473.0,8,0,150,60,795,456
16488.0,8,0,150,60,769,413
16504.0,8,0,150,60,740,380
16520.0,8,0,150,60,728,369
16538.0,8,0,150,60,715,358
16556.0,8,0,150,60,714,357
16571.0,8,0,150,60,714,357
16589.0,8,0,150,60,714,357
16605.0,8,0,150,60,714,357
16621.0,8,0,150,60,714,357
16638.0,8,0,150,60,714,357
16655.0,8,0,150,60,714,357
16674.0,8,0,150,60,714,357
16688.0,8,0,150,60,714,357
16705.0,8,0,150,60,714,357
16722.0,8,0,150,60,714,357
16737.0,8,0,150,60,714,357
16755.0,8,0,150,60,714,357
16771.0,8,0,150,60,714,357
16788.0,8,0,150,60,714,357
16804.0,8,0,150,60,714,357
16824.0,8,0,150,60,714,357
16838.0,8,0,150,60,714,357
16856.0,8,0,150,60,711,357
16871.0,8,0,150,60,699,358
16888.0,8,0,150,60,673,362
16905.0,8,0,150,60,647,367
16922.0,8,0,150,60,638,369
16938.0,8,0,150,60,624,370
16955.0,8,0,150,60,623,370
16972.0,8,0,150,60,623,370
16989.0,8,0,150,60,623,370
17005.0,8,0,150,60,623,370
17021.0,8,0,150,60,623,371
17039.0,8,0,150,60,626,371
17055.0,8,0,150,60,627,371
17072.0,8,0,150,60,629,371
17089.0,8,0,150,60,633,371
17106.0,8,0,150,60,640,371
17123.0,8,0,150,60,649,372
17138.0,8,0,150,60,658,372
17155.0,8,0,150,60,665,372
17173.0,8,0,150,60,680,372
17189.0,8,0,150,60,687,373
17206.0,8,0,150,60,710,378
17222.0,8,0,150,60,727,388
17239.0,8,0,150,60,727,388
17254.0,8,0,150,60,756,412
17272.0,8,0,150,60,756,412
17288.0,8,0,150,60,771,428
17338.0,9,0,150,60,823,468
17355.0,9,0,150,60,823,468
17373.0,9,0,150,60,854,532
17388.0,9,0,150,60,858,534
17404.0,9,0,150,60,860,535
17422.0,9,0,150,60,861,535
17439.0,9,0,150,60,861,535
17456.0,9,0,150,60,861,535
